prob_cluster_0,prob_cluster_1,prob_cluster_2,prob_cluster_3,prob_cluster_4,prob_cluster_5,prob_cluster_6,user_id
0.0,0.0,1.0,0.0,0.0,0.0,0.0,user217
0.0,1.0,0.0,0.0,0.0,0.0,0.0,user218
0.0,0.0,0.0,0.0,1.0,0.0,0.0,user219
0.0,0.0,0.0,0.0,0.0,1.0,0.0,user220
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user221
0.0,1.0,0.0,0.0,0.0,0.0,0.0,user222
0.0,0.0,1.0,0.0,0.0,0.0,0.0,user223
0.0,0.0,0.0,1.0,0.0,0.0,0.0,user224
0.0,0.0,0.0,0.0,1.0,0.0,0.0,user225
0.0,0.0,0.0,1.0,0.0,0.0,0.0,user226
1.0,0.0,0.0,0.0,0.0,0.0,0.0,user227
0.0,1.0,0.0,0.0,0.0,0.0,0.0,user228
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user229
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user230
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user231
0.0,0.0,0.0,0.0,0.0,1.0,0.0,user232
0.0,1.0,0.0,0.0,0.0,0.0,0.0,user233
1.0,0.0,0.0,0.0,0.0,0.0,0.0,user234
0.0,0.0,0.0,0.0,1.0,0.0,0.0,user235
0.0,0.0,1.0,0.0,0.0,0.0,0.0,user236
0.0,0.0,1.0,0.0,0.0,0.0,0.0,user237
0.0,0.0,1.0,0.0,0.0,0.0,0.0,user238
0.0,0.0,1.0,0.0,0.0,0.0,0.0,user239
0.0,0.0,0.0,0.0,0.0,1.0,0.0,user240
0.0,0.0,0.0,1.0,0.0,0.0,0.0,user241
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user242
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user243
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user244
1.0,0.0,0.0,0.0,0.0,0.0,0.0,user245
0.0,0.0,0.0,0.0,1.0,0.0,0.0,user246
1.0,0.0,0.0,0.0,0.0,0.0,0.0,user247
0.0,0.0,0.0,1.0,0.0,0.0,0.0,user248
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user249
1.0,0.0,0.0,0.0,0.0,0.0,0.0,user250
0.0,0.0,0.0,0.0,0.0,1.0,0.0,user251
1.0,0.0,0.0,0.0,0.0,0.0,0.0,user252
0.0,1.0,0.0,0.0,0.0,0.0,0.0,user253
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user254
0.0,0.0,1.0,0.0,0.0,0.0,0.0,user255
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user256
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user257
0.0,0.0,0.0,0.0,0.0,1.0,0.0,user258
1.0,0.0,0.0,0.0,0.0,0.0,0.0,user259
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user260
0.0,0.0,1.0,0.0,0.0,0.0,0.0,user261
1.0,0.0,0.0,0.0,0.0,0.0,0.0,user262
0.0,0.0,0.0,0.0,1.0,0.0,0.0,user263
0.0,1.0,0.0,0.0,0.0,0.0,0.0,user264
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user265
0.0,0.0,0.0,0.0,1.0,0.0,0.0,user266
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user267
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user268
0.0,0.0,0.0,0.0,0.0,1.0,0.0,user269
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user270
1.0,0.0,0.0,0.0,0.0,0.0,0.0,user271
0.0,0.0,0.0,1.0,0.0,0.0,0.0,user272
0.0,1.0,0.0,0.0,0.0,0.0,0.0,user273
0.0,0.0,0.0,0.0,1.0,0.0,0.0,user274
0.0,0.0,0.0,1.0,0.0,0.0,0.0,user275
0.0,0.0,0.0,1.0,0.0,0.0,0.0,user276
0.0,0.0,0.0,0.0,0.0,1.0,0.0,user277
1.0,0.0,0.0,0.0,0.0,0.0,0.0,user278
0.0,0.0,0.0,0.0,1.0,0.0,0.0,user279
0.0,0.0,0.0,1.0,0.0,0.0,0.0,user280
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user281
0.0,0.0,0.0,1.0,0.0,0.0,0.0,user282
0.0,0.0,0.0,0.0,0.0,1.0,0.0,user283
0.0,0.0,0.0,0.0,1.0,0.0,0.0,user284
1.0,0.0,0.0,0.0,0.0,0.0,0.0,user285
0.0,0.0,1.0,0.0,0.0,0.0,0.0,user286
0.0,0.0,0.0,1.0,0.0,0.0,0.0,user287
0.0,0.0,1.0,0.0,0.0,0.0,0.0,user288
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user289
0.2254303914303156,0.7745696085696879,0.0,0.0,0.0,0.0,0.0,user290
0.0,0.0,0.0,0.0,0.0,1.0,0.0,user291
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user292
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user293
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user294
0.0,0.0,0.0,1.0,0.0,0.0,0.0,user295
0.0,1.0,0.0,0.0,0.0,0.0,0.0,user296
0.0,0.0,0.0,1.0,0.0,0.0,0.0,user297
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user298
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user299
0.0,0.0,1.0,0.0,0.0,0.0,0.0,user300
0.0,0.0,0.0,0.0,0.0,1.0,0.0,user301
0.0,0.0,0.0,1.0,0.0,0.0,0.0,user302
1.0,0.0,0.0,0.0,0.0,0.0,0.0,user303
0.0,0.0,0.0,0.0,0.0,1.0,0.0,user304
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user305
0.0,0.0,1.0,0.0,0.0,0.0,0.0,user306
0.0,0.0,0.0,1.0,0.0,0.0,0.0,user307
0.0,0.0,0.0,0.0,0.0,1.0,0.0,user308
0.0,0.0,0.0,0.0,0.0,1.0,0.0,user309
0.0,0.0,0.0,1.0,0.0,0.0,0.0,user310
0.0,0.0,0.0,0.0,1.0,0.0,0.0,user311
0.0,0.0,0.0,0.0,1.0,0.0,0.0,user312
1.0,0.0,0.0,0.0,0.0,0.0,0.0,user313
0.0,0.0,0.0,0.0,1.0,0.0,0.0,user314
0.0,0.0,0.0,1.0,0.0,0.0,0.0,user315
0.0,0.0,0.0,0.0,0.0,1.0,0.0,user316
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user317
0.0,0.0,0.0,0.0,1.0,0.0,0.0,user318
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user319
0.0,0.0,1.0,0.0,0.0,0.0,0.0,user320
0.996263671297838,0.003736328702160538,0.0,0.0,0.0,0.0,0.0,user321
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user322
0.0,0.0,0.0,1.0,0.0,0.0,0.0,user323
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user324
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user325
1.0,0.0,0.0,0.0,0.0,0.0,0.0,user326
0.0,0.0,0.0,0.0,0.0,1.0,0.0,user327
0.0,0.0,0.0,1.0,0.0,0.0,0.0,user328
0.0,0.0,0.0,1.0,0.0,0.0,0.0,user329
0.0,1.0,0.0,0.0,0.0,0.0,0.0,user330
1.0,0.0,0.0,0.0,0.0,0.0,0.0,user331
0.0,1.0,0.0,0.0,0.0,0.0,0.0,user332
1.0,0.0,0.0,0.0,0.0,0.0,0.0,user333
0.0,0.0,0.0,0.0,0.0,1.0,0.0,user334
1.0,0.0,0.0,0.0,0.0,0.0,0.0,user335
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user336
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user337
0.0,0.0,0.0,1.0,0.0,0.0,0.0,user338
0.0,1.0,0.0,0.0,0.0,0.0,0.0,user339
0.0,0.0,0.0,0.0,1.0,0.0,0.0,user340
0.0,0.0,0.0,1.0,0.0,0.0,0.0,user341
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user342
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user343
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user344
1.0,0.0,0.0,0.0,0.0,0.0,0.0,user345
0.0,0.0,1.0,0.0,0.0,0.0,0.0,user346
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user347
0.0,1.0,0.0,0.0,0.0,0.0,0.0,user348
0.0,1.0,0.0,0.0,0.0,0.0,0.0,user349
0.0,0.0,1.0,0.0,0.0,0.0,0.0,user350
0.0,1.0,0.0,0.0,0.0,0.0,0.0,user351
0.0,1.0,0.0,0.0,0.0,0.0,0.0,user352
0.0,0.0,0.0,0.0,0.0,1.0,0.0,user353
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user354
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user355
1.0,0.0,0.0,0.0,0.0,0.0,0.0,user356
0.0,1.0,0.0,0.0,0.0,0.0,0.0,user357
0.0,0.0,0.0,0.0,0.0,1.0,0.0,user358
0.0,0.0,0.0,0.0,0.0,1.0,0.0,user359
0.0,0.0,1.0,0.0,0.0,0.0,0.0,user360
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user361
1.0,0.0,0.0,0.0,0.0,0.0,0.0,user362
0.0,0.0,0.0,0.0,0.0,1.0,0.0,user363
1.0,0.0,0.0,0.0,0.0,0.0,0.0,user364
1.0,0.0,0.0,0.0,0.0,0.0,0.0,user365
0.0,0.0,0.0,0.0,1.0,0.0,0.0,user366
0.0,0.0,1.0,0.0,0.0,0.0,0.0,user367
0.0,1.0,0.0,0.0,0.0,0.0,0.0,user368
0.0015617300768949241,0.9984382699231048,0.0,0.0,0.0,0.0,0.0,user369
0.0,0.0,0.0,0.0,1.0,0.0,0.0,user370
0.0,0.0,0.0,1.0,0.0,0.0,0.0,user371
0.0,1.0,0.0,0.0,0.0,0.0,0.0,user372
0.0,1.0,0.0,0.0,0.0,0.0,0.0,user373
0.0,1.0,0.0,0.0,0.0,0.0,0.0,user374
0.0,0.0,0.0,0.0,0.0,1.0,0.0,user375
1.0,0.0,0.0,0.0,0.0,0.0,0.0,user376
0.0,0.0,0.0,1.0,0.0,0.0,0.0,user377
0.0,1.0,0.0,0.0,0.0,0.0,0.0,user378
0.0,1.0,0.0,0.0,0.0,0.0,0.0,user379
0.0,0.0,0.0,0.0,1.0,0.0,0.0,user380
0.0,0.0,0.0,0.0,0.0,1.0,0.0,user381
0.0,0.0,1.0,0.0,0.0,0.0,0.0,user382
1.0,0.0,0.0,0.0,0.0,0.0,0.0,user383
0.0,1.0,0.0,0.0,0.0,0.0,0.0,user384
0.0,0.0,0.0,0.0,0.0,1.0,0.0,user385
0.0,0.0,0.0,0.0,0.0,1.0,0.0,user386
0.0,0.0,0.0,0.0,0.0,1.0,0.0,user387
0.0,0.0,1.0,0.0,0.0,0.0,0.0,user388
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user389
0.0,0.0,0.0,1.0,0.0,0.0,0.0,user390
0.0,1.0,0.0,0.0,0.0,0.0,0.0,user391
0.0,0.0,0.0,1.0,0.0,0.0,0.0,user392
0.0,0.0,0.0,0.0,1.0,0.0,0.0,user393
0.0,0.0,0.0,0.0,0.0,1.0,0.0,user394
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user395
0.0,0.0,1.0,0.0,0.0,0.0,0.0,user396
0.0,0.0,0.0,1.0,0.0,0.0,0.0,user397
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user398
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user399
0.0,0.0,1.0,0.0,0.0,0.0,0.0,user400
0.0,0.0,0.0,0.0,1.0,0.0,0.0,user401
0.0,1.0,0.0,0.0,0.0,0.0,0.0,user402
0.0,0.0,0.0,0.0,0.0,1.0,0.0,user403
1.0,0.0,0.0,0.0,0.0,0.0,0.0,user404
0.0,1.0,0.0,0.0,0.0,0.0,0.0,user405
0.0,0.0,1.0,0.0,0.0,0.0,0.0,user406
0.0,0.0,0.0,1.0,0.0,0.0,0.0,user407
0.9995028221739811,0.0004971778260218593,0.0,0.0,0.0,0.0,0.0,user408
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user409
0.0,0.0,0.0,0.0,0.0,1.0,0.0,user410
0.0,0.0,0.0,0.0,1.0,0.0,0.0,user411
0.0,0.0,0.0,1.0,0.0,0.0,0.0,user412
0.0,1.0,0.0,0.0,0.0,0.0,0.0,user413
0.0,0.0,0.0,0.0,1.0,0.0,0.0,user414
0.0,0.0,0.0,0.0,0.0,1.0,0.0,user415
0.0,1.0,0.0,0.0,0.0,0.0,0.0,user416
0.0,0.0,0.0,0.0,0.0,1.0,0.0,user417
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user418
0.0,0.0,0.0,0.0,0.0,1.0,0.0,user419
0.0,0.0,1.0,0.0,0.0,0.0,0.0,user420
0.0,0.0,1.0,0.0,0.0,0.0,0.0,user421
0.0,0.0,0.0,0.0,1.0,0.0,0.0,user422
1.0,0.0,0.0,0.0,0.0,0.0,0.0,user423
1.0,0.0,0.0,0.0,0.0,0.0,0.0,user424
0.0,0.0,0.0,0.0,0.0,1.0,0.0,user425
0.0,0.0,1.0,0.0,0.0,0.0,0.0,user426
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user427
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user428
0.0,0.0,0.0,1.0,0.0,0.0,0.0,user429
0.0,0.0,0.0,1.0,0.0,0.0,0.0,user430
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user431
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user432
0.0,0.0,0.0,0.0,1.0,0.0,0.0,user433
0.0,0.0,0.0,0.0,1.0,0.0,0.0,user434
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user435
0.0,0.0,0.0,0.0,1.0,0.0,0.0,user436
1.0,0.0,0.0,0.0,0.0,0.0,0.0,user437
0.0,0.0,1.0,0.0,0.0,0.0,0.0,user438
1.0,0.0,0.0,0.0,0.0,0.0,0.0,user439
0.0,0.0,1.0,0.0,0.0,0.0,0.0,user440
1.0,0.0,0.0,0.0,0.0,0.0,0.0,user441
