user_id,drinking,dietary_preference,pets,relationship_goal,fitness_level,religion,sleep_schedule,smoking,wants_kids
user73,True,vegetarian,False,friends with benefits,sedentary,muslim,early bird,True,True
user74,False,non-veg,False,friends with benefits,active,muslim,night owl,False,True
user75,True,non-veg,False,friends with benefits,moderately active,jewish,night owl,False,True
user76,False,non-veg,False,casual dating,active,hindu,irregular,False,True
user77,False,non-veg,True,friends with benefits,moderately active,muslim,early bird,True,True
user78,True,vegetarian,False,casual dating,moderately active,buddhist,night owl,True,True
user79,False,non-veg,True,casual dating,active,atheist,night owl,False,True
user80,False,non-veg,False,long-term,very active,christian,night owl,True,False
user81,False,non-veg,False,long-term,very active,muslim,irregular,True,False
user82,True,non-veg,False,long-term,very active,atheist,early bird,False,False
user83,True,vegetarian,True,friends with benefits,very active,christian,early bird,True,True
user84,False,vegetarian,False,casual dating,very active,muslim,night owl,False,False
user85,True,vegetarian,False,casual dating,moderately active,buddhist,irregular,True,False
user86,False,vegetarian,True,casual dating,very active,christian,night owl,False,False
user87,True,non-veg,False,open relationship,active,hindu,night owl,False,False
user88,True,non-veg,True,open relationship,moderately active,atheist,early bird,True,False
user89,False,non-veg,False,long-term,very active,hindu,early bird,True,True
user90,False,non-veg,False,friends with benefits,very active,hindu,early bird,False,False
user91,False,vegetarian,False,long-term,moderately active,hindu,early bird,True,False
user92,True,vegetarian,False,casual dating,very active,christian,early bird,True,False
user93,False,non-veg,True,open relationship,moderately active,hindu,night owl,False,True
user94,False,non-veg,False,casual dating,active,hindu,irregular,True,True
user95,True,non-veg,False,friends with benefits,moderately active,hindu,early bird,False,False
user96,False,non-veg,True,friends with benefits,moderately active,hindu,early bird,True,True
user97,True,non-veg,True,open relationship,active,atheist,night owl,False,False
user98,False,non-veg,True,friends with benefits,very active,hindu,night owl,True,False
user99,False,vegetarian,False,friends with benefits,active,buddhist,irregular,False,False
user100,False,non-veg,True,open relationship,active,buddhist,irregular,True,True
user101,False,vegetarian,False,friends with benefits,moderately active,jewish,early bird,True,True
user102,False,non-veg,False,open relationship,active,christian,early bird,False,True
user103,False,non-veg,True,casual dating,very active,jewish,early bird,True,True
user104,False,vegetarian,True,friends with benefits,active,muslim,irregular,False,True
user105,False,vegetarian,False,long-term,active,hindu,early bird,False,False
user106,False,non-veg,False,casual dating,moderately active,muslim,early bird,False,False
user107,True,vegetarian,True,open relationship,active,buddhist,night owl,True,False
user108,False,vegan,False,friends with benefits,active,hindu,night owl,True,False
user109,True,vegetarian,False,long-term,active,buddhist,early bird,False,True
user110,True,vegetarian,False,open relationship,moderately active,hindu,early bird,True,True
user111,True,non-veg,False,long-term,sedentary,atheist,early bird,False,False
user112,True,non-veg,True,open relationship,sedentary,jewish,night owl,False,True
user113,False,vegan,True,open relationship,very active,jewish,night owl,True,True
user114,True,non-veg,True,open relationship,sedentary,atheist,night owl,True,True
user115,True,non-veg,False,casual dating,active,hindu,night owl,True,True
user116,True,vegetarian,False,long-term,active,buddhist,irregular,False,True
user117,False,non-veg,True,friends with benefits,active,hindu,early bird,False,False
user118,True,vegetarian,False,friends with benefits,active,muslim,early bird,True,False
user119,False,non-veg,True,casual dating,very active,muslim,irregular,False,True
user120,True,non-veg,True,friends with benefits,moderately active,hindu,irregular,False,True
user121,True,vegetarian,False,long-term,very active,muslim,irregular,False,True
user122,False,non-veg,False,long-term,sedentary,atheist,early bird,True,False
user123,True,non-veg,True,casual dating,active,hindu,night owl,False,True
user124,True,non-veg,False,casual dating,moderately active,buddhist,night owl,False,True
user125,True,non-veg,True,casual dating,active,muslim,early bird,False,True
user126,False,non-veg,False,friends with benefits,active,hindu,night owl,False,False
user127,True,non-veg,True,open relationship,active,christian,early bird,True,True
user128,False,vegetarian,False,friends with benefits,very active,christian,night owl,True,True
user129,False,non-veg,False,friends with benefits,sedentary,buddhist,irregular,True,False
user130,False,vegetarian,True,open relationship,sedentary,buddhist,irregular,True,True
user131,True,vegetarian,True,long-term,sedentary,hindu,early bird,False,False
user132,True,vegetarian,True,casual dating,active,hindu,night owl,False,False
user133,False,vegan,True,casual dating,active,hindu,night owl,False,False
user134,True,non-veg,True,long-term,moderately active,atheist,irregular,False,True
user135,True,vegetarian,True,long-term,moderately active,atheist,early bird,False,True
user136,False,non-veg,True,open relationship,moderately active,hindu,early bird,True,True
user137,True,non-veg,False,long-term,active,atheist,early bird,False,False
user138,False,non-veg,True,casual dating,moderately active,muslim,night owl,False,True
user139,True,vegetarian,True,casual dating,very active,atheist,early bird,False,False
user140,True,non-veg,False,casual dating,very active,hindu,irregular,False,False
user141,True,non-veg,False,long-term,active,hindu,irregular,True,False
user142,True,vegetarian,False,casual dating,moderately active,hindu,early bird,True,True
user143,True,non-veg,True,long-term,sedentary,hindu,early bird,False,False
user144,True,vegan,False,open relationship,active,buddhist,early bird,True,False
user145,True,vegetarian,True,casual dating,sedentary,muslim,night owl,True,False
user146,False,non-veg,True,open relationship,very active,buddhist,early bird,False,True
user147,True,non-veg,False,long-term,moderately active,atheist,night owl,True,True
user148,True,non-veg,False,open relationship,active,jewish,irregular,True,False
user149,False,non-veg,True,casual dating,moderately active,jewish,irregular,True,False
user150,False,non-veg,False,friends with benefits,active,muslim,irregular,True,True
user151,False,non-veg,False,friends with benefits,very active,hindu,irregular,False,True
user152,True,non-veg,True,open relationship,active,atheist,night owl,True,False
user153,False,vegetarian,True,friends with benefits,sedentary,christian,night owl,True,False
user154,False,non-veg,False,long-term,moderately active,muslim,early bird,False,False
user155,False,non-veg,True,open relationship,active,atheist,night owl,False,True
user156,True,non-veg,False,casual dating,very active,hindu,night owl,True,False
user157,False,vegetarian,False,casual dating,very active,christian,night owl,True,True
user158,False,non-veg,False,friends with benefits,active,christian,night owl,False,False
user159,True,vegetarian,True,casual dating,very active,muslim,night owl,False,False
user160,False,non-veg,False,open relationship,active,atheist,irregular,True,True
user161,False,non-veg,False,open relationship,moderately active,muslim,early bird,True,False
user162,False,non-veg,False,casual dating,sedentary,buddhist,early bird,True,True
user163,True,non-veg,False,friends with benefits,moderately active,muslim,early bird,False,False
user164,False,non-veg,False,casual dating,moderately active,muslim,night owl,True,True
user165,True,non-veg,True,friends with benefits,active,hindu,irregular,False,False
user166,False,vegetarian,False,friends with benefits,very active,christian,irregular,True,False
user167,False,non-veg,False,open relationship,active,muslim,early bird,True,True
user168,True,non-veg,True,friends with benefits,moderately active,christian,irregular,True,True
user169,False,non-veg,True,open relationship,moderately active,christian,irregular,True,False
user170,False,non-veg,False,casual dating,active,buddhist,early bird,False,True
user171,True,non-veg,False,long-term,very active,christian,night owl,False,False
user172,True,non-veg,True,long-term,sedentary,jewish,night owl,False,True
user173,False,non-veg,True,long-term,very active,hindu,irregular,False,True
user174,False,non-veg,False,long-term,active,christian,early bird,True,False
user175,True,vegetarian,True,open relationship,moderately active,christian,irregular,True,True
user176,True,vegetarian,False,friends with benefits,active,christian,early bird,False,False
user177,True,non-veg,False,open relationship,sedentary,muslim,early bird,True,False
user178,True,non-veg,True,casual dating,very active,atheist,early bird,True,False
user179,False,vegan,False,friends with benefits,active,christian,early bird,True,True
user180,False,vegan,False,friends with benefits,sedentary,jewish,night owl,True,True
user181,False,non-veg,False,long-term,very active,hindu,early bird,False,True
user182,False,vegetarian,True,long-term,active,hindu,irregular,False,True
user183,False,non-veg,False,casual dating,active,atheist,irregular,True,False
user184,False,non-veg,False,long-term,active,muslim,irregular,True,True
user185,False,non-veg,False,friends with benefits,moderately active,christian,early bird,True,True
user186,False,vegetarian,True,long-term,moderately active,christian,early bird,False,False
user187,False,non-veg,False,friends with benefits,sedentary,christian,early bird,False,False
user188,True,non-veg,False,friends with benefits,very active,atheist,irregular,False,False
user189,False,vegetarian,False,casual dating,very active,christian,early bird,True,True
user190,False,vegan,True,casual dating,moderately active,buddhist,irregular,False,True
user191,True,non-veg,True,friends with benefits,very active,hindu,irregular,True,True
user192,False,non-veg,False,friends with benefits,moderately active,jewish,early bird,True,True
user193,False,vegan,True,open relationship,sedentary,buddhist,irregular,True,False
user194,False,non-veg,True,friends with benefits,very active,hindu,night owl,True,False
user195,True,non-veg,False,casual dating,moderately active,muslim,irregular,False,False
user196,True,vegetarian,True,long-term,active,hindu,irregular,True,False
user197,True,vegan,True,open relationship,active,atheist,night owl,True,False
user198,False,vegetarian,True,long-term,moderately active,christian,early bird,False,False
user199,False,non-veg,False,friends with benefits,active,hindu,irregular,False,True
user200,True,vegetarian,True,casual dating,active,atheist,early bird,True,True
user201,True,non-veg,True,open relationship,very active,muslim,irregular,True,False
user202,False,non-veg,True,friends with benefits,sedentary,atheist,irregular,False,True
user203,False,vegan,True,casual dating,moderately active,buddhist,early bird,False,True
user204,False,non-veg,False,casual dating,moderately active,christian,early bird,True,False
user205,False,non-veg,False,long-term,very active,buddhist,irregular,False,False
user206,False,vegetarian,False,friends with benefits,very active,atheist,night owl,False,True
user207,False,non-veg,False,long-term,sedentary,hindu,early bird,True,False
user208,False,vegetarian,False,casual dating,active,jewish,night owl,False,True
user209,True,non-veg,True,casual dating,active,atheist,early bird,True,False
user210,False,non-veg,True,casual dating,very active,atheist,irregular,False,True
user211,False,vegetarian,False,casual dating,moderately active,christian,irregular,False,False
user212,False,non-veg,False,open relationship,active,atheist,night owl,True,True
user213,False,non-veg,False,friends with benefits,very active,atheist,irregular,False,False
user214,False,non-veg,True,casual dating,active,muslim,irregular,True,True
user215,False,non-veg,True,long-term,moderately active,hindu,early bird,True,True
user216,False,non-veg,False,open relationship,moderately active,atheist,night owl,False,False
user217,False,non-veg,False,casual dating,active,buddhist,night owl,True,False
user218,False,vegetarian,True,long-term,moderately active,atheist,early bird,False,False
user219,False,vegetarian,False,friends with benefits,sedentary,buddhist,irregular,True,False
user220,True,non-veg,False,casual dating,moderately active,muslim,night owl,False,True
user221,False,non-veg,True,friends with benefits,moderately active,atheist,irregular,False,False
user222,True,vegan,True,friends with benefits,moderately active,atheist,early bird,True,True
user223,True,non-veg,False,casual dating,active,buddhist,night owl,True,False
user224,True,vegan,True,friends with benefits,very active,hindu,night owl,False,True
user225,False,vegetarian,True,long-term,moderately active,muslim,irregular,False,True
user226,True,non-veg,True,open relationship,very active,jewish,early bird,False,False
user227,True,vegetarian,True,friends with benefits,active,hindu,early bird,True,True
user228,True,non-veg,False,open relationship,moderately active,christian,early bird,False,False
user229,True,non-veg,True,long-term,active,buddhist,irregular,False,False
user230,True,non-veg,False,long-term,moderately active,atheist,irregular,True,False
user231,True,non-veg,True,open relationship,moderately active,hindu,irregular,True,True
user232,True,non-veg,True,long-term,moderately active,christian,night owl,True,True
user233,False,non-veg,False,long-term,moderately active,muslim,early bird,False,False
user234,False,non-veg,False,open relationship,active,muslim,early bird,False,True
user235,True,vegetarian,True,open relationship,moderately active,muslim,irregular,False,True
user236,False,vegetarian,True,casual dating,active,muslim,night owl,True,True
user237,True,non-veg,True,casual dating,active,atheist,night owl,True,False
user238,False,vegetarian,False,long-term,active,muslim,night owl,False,False
user239,False,non-veg,False,long-term,active,hindu,night owl,True,True
user240,True,vegetarian,False,casual dating,moderately active,atheist,night owl,True,False
user241,True,non-veg,False,casual dating,very active,atheist,early bird,True,True
user242,False,non-veg,True,open relationship,moderately active,hindu,irregular,True,False
user243,True,non-veg,False,long-term,moderately active,christian,irregular,False,True
user244,True,non-veg,True,casual dating,moderately active,hindu,irregular,False,False
user245,False,vegan,False,long-term,active,hindu,early bird,False,True
user246,True,vegetarian,True,friends with benefits,active,buddhist,irregular,False,True
user247,True,non-veg,False,casual dating,active,hindu,early bird,False,False
user248,False,non-veg,False,casual dating,very active,atheist,early bird,True,False
user249,True,non-veg,True,casual dating,very active,buddhist,irregular,True,False
user250,False,non-veg,True,long-term,active,christian,early bird,False,True
user251,False,non-veg,True,long-term,sedentary,atheist,night owl,True,True
user252,True,non-veg,True,long-term,active,jewish,early bird,False,False
user253,True,vegetarian,True,long-term,moderately active,atheist,early bird,True,False
user254,True,non-veg,True,casual dating,very active,buddhist,irregular,False,True
user255,False,non-veg,True,long-term,active,christian,night owl,True,True
user256,False,non-veg,False,friends with benefits,moderately active,buddhist,irregular,False,True
user257,False,non-veg,True,open relationship,active,atheist,irregular,True,True
user258,False,non-veg,True,casual dating,moderately active,hindu,night owl,False,True
user259,True,non-veg,False,casual dating,active,muslim,early bird,True,True
user260,False,non-veg,True,casual dating,active,atheist,irregular,False,True
user261,False,non-veg,False,casual dating,active,buddhist,night owl,True,True
user262,True,vegetarian,False,casual dating,active,atheist,early bird,True,True
user263,False,vegetarian,False,friends with benefits,active,atheist,irregular,True,False
user264,False,non-veg,False,long-term,moderately active,muslim,early bird,True,True
user265,False,non-veg,False,casual dating,very active,christian,irregular,False,False
user266,False,vegetarian,False,open relationship,moderately active,buddhist,irregular,True,False
user267,True,non-veg,True,friends with benefits,moderately active,hindu,irregular,False,False
user268,False,non-veg,False,casual dating,active,christian,irregular,True,True
user269,True,vegetarian,True,casual dating,moderately active,jewish,night owl,False,False
user270,True,non-veg,False,friends with benefits,sedentary,muslim,irregular,True,True
user271,False,non-veg,False,friends with benefits,active,atheist,early bird,True,True
user272,True,vegan,False,friends with benefits,very active,muslim,night owl,True,False
user273,False,vegan,False,casual dating,moderately active,muslim,early bird,True,True
user274,False,vegetarian,True,open relationship,active,christian,irregular,False,False
user275,False,vegan,False,open relationship,very active,muslim,night owl,True,False
user276,True,vegetarian,False,casual dating,very active,atheist,night owl,False,False
user277,False,non-veg,False,open relationship,moderately active,atheist,night owl,True,True
user278,False,non-veg,True,long-term,active,jewish,early bird,True,False
user279,True,vegetarian,False,casual dating,very active,christian,irregular,True,False
user280,True,non-veg,True,casual dating,very active,muslim,early bird,True,False
user281,True,non-veg,True,friends with benefits,active,atheist,irregular,False,True
user282,False,non-veg,False,casual dating,very active,atheist,night owl,True,True
user283,False,vegetarian,False,open relationship,moderately active,atheist,night owl,True,False
user284,False,vegetarian,True,open relationship,active,atheist,irregular,False,False
user285,False,non-veg,False,open relationship,active,atheist,early bird,True,True
user286,True,vegan,False,long-term,active,atheist,night owl,False,True
user287,True,vegetarian,False,casual dating,very active,atheist,early bird,False,True
user288,True,vegan,False,casual dating,active,atheist,night owl,True,False
user289,False,non-veg,False,casual dating,moderately active,christian,irregular,False,True
user290,True,vegetarian,False,friends with benefits,sedentary,christian,early bird,True,True
user291,False,vegetarian,True,casual dating,sedentary,hindu,night owl,False,True
user292,False,non-veg,False,long-term,sedentary,atheist,irregular,False,False
user293,False,non-veg,True,open relationship,moderately active,hindu,irregular,False,True
user294,False,non-veg,False,friends with benefits,moderately active,christian,irregular,True,False
user295,False,non-veg,True,open relationship,very active,hindu,early bird,True,False
user296,True,non-veg,False,open relationship,moderately active,hindu,early bird,True,True
user297,True,vegetarian,True,long-term,very active,jewish,early bird,False,True
user298,True,non-veg,False,long-term,very active,hindu,irregular,True,True
user299,False,non-veg,True,open relationship,moderately active,christian,irregular,True,True
user300,False,non-veg,False,long-term,active,hindu,night owl,False,True
user301,False,non-veg,True,long-term,sedentary,muslim,night owl,True,False
user302,True,vegetarian,True,friends with benefits,very active,christian,early bird,True,False
user303,True,non-veg,False,casual dating,active,atheist,early bird,True,True
user304,False,non-veg,True,friends with benefits,moderately active,atheist,night owl,False,False
user305,False,non-veg,True,long-term,moderately active,hindu,irregular,True,False
user306,False,vegetarian,False,friends with benefits,active,christian,night owl,False,False
user307,False,vegetarian,True,long-term,very active,atheist,night owl,False,True
user308,False,vegetarian,True,open relationship,moderately active,atheist,night owl,False,False
user309,False,vegetarian,False,casual dating,sedentary,hindu,night owl,True,False
user310,False,vegetarian,False,friends with benefits,very active,hindu,early bird,False,True
user311,True,vegetarian,True,friends with benefits,sedentary,atheist,irregular,True,True
user312,True,vegetarian,True,long-term,sedentary,hindu,irregular,False,True
user313,True,non-veg,True,open relationship,active,hindu,early bird,True,False
user314,True,vegan,True,friends with benefits,moderately active,christian,irregular,False,False
user315,False,vegetarian,False,open relationship,very active,buddhist,night owl,True,True
user316,False,vegetarian,True,open relationship,moderately active,muslim,night owl,False,True
user317,False,non-veg,True,open relationship,moderately active,hindu,irregular,False,False
user318,False,vegetarian,True,long-term,very active,hindu,irregular,False,False
user319,True,non-veg,True,open relationship,sedentary,christian,irregular,False,True
user320,False,vegetarian,False,long-term,active,jewish,night owl,False,True
user321,True,non-veg,True,friends with benefits,sedentary,hindu,early bird,False,False
user322,False,non-veg,True,casual dating,moderately active,muslim,irregular,True,True
user323,True,vegan,False,friends with benefits,very active,atheist,night owl,True,False
user324,False,non-veg,False,friends with benefits,very active,christian,irregular,False,True
user325,True,non-veg,False,casual dating,sedentary,jewish,irregular,False,True
user326,False,non-veg,True,long-term,active,hindu,early bird,True,False
user327,False,non-veg,True,friends with benefits,moderately active,hindu,night owl,True,True
user328,True,vegetarian,False,open relationship,very active,hindu,night owl,False,False
user329,True,vegan,True,open relationship,very active,atheist,night owl,True,True
user330,False,non-veg,False,friends with benefits,moderately active,muslim,early bird,False,True
user331,False,non-veg,False,long-term,active,muslim,early bird,False,False
user332,True,non-veg,False,long-term,moderately active,hindu,early bird,False,True
user333,True,vegetarian,True,friends with benefits,active,hindu,early bird,False,True
user334,False,non-veg,False,casual dating,moderately active,hindu,night owl,True,False
user335,False,non-veg,True,casual dating,active,atheist,early bird,True,False
user336,True,non-veg,False,long-term,moderately active,hindu,irregular,False,False
user337,True,non-veg,False,casual dating,very active,atheist,irregular,True,False
user338,True,non-veg,True,casual dating,very active,buddhist,early bird,True,True
user339,True,non-veg,True,long-term,moderately active,muslim,early bird,False,False
user340,False,vegan,False,open relationship,moderately active,atheist,irregular,False,False
user341,True,vegetarian,True,friends with benefits,very active,hindu,night owl,False,False
user342,False,non-veg,True,friends with benefits,very active,christian,irregular,False,True
user343,False,non-veg,True,long-term,very active,jewish,irregular,True,False
user344,False,non-veg,False,friends with benefits,active,jewish,irregular,True,True
user345,False,non-veg,True,open relationship,active,atheist,early bird,True,False
user346,True,vegetarian,False,casual dating,active,hindu,night owl,True,False
user347,False,non-veg,False,open relationship,active,muslim,irregular,False,False
user348,True,vegetarian,True,casual dating,moderately active,hindu,early bird,False,False
user349,False,vegetarian,False,casual dating,moderately active,christian,early bird,True,False
user350,False,vegetarian,False,friends with benefits,active,christian,night owl,False,True
user351,False,non-veg,True,casual dating,moderately active,atheist,early bird,False,True
user352,True,non-veg,False,open relationship,moderately active,christian,early bird,False,True
user353,False,vegetarian,False,long-term,moderately active,muslim,night owl,False,False
user354,True,non-veg,True,open relationship,moderately active,hindu,irregular,True,False
user355,False,non-veg,True,long-term,active,jewish,irregular,False,False
user356,False,vegetarian,True,long-term,active,hindu,early bird,False,True
user357,True,vegetarian,False,casual dating,moderately active,jewish,early bird,False,True
user358,False,vegetarian,False,long-term,moderately active,jewish,night owl,True,True
user359,False,vegetarian,True,long-term,moderately active,atheist,night owl,False,False
user360,False,non-veg,True,long-term,active,hindu,night owl,False,True
user361,True,non-veg,True,casual dating,moderately active,muslim,irregular,False,False
user362,True,non-veg,True,open relationship,active,muslim,early bird,True,True
user363,False,vegetarian,False,open relationship,moderately active,christian,night owl,True,False
user364,False,vegetarian,False,friends with benefits,active,christian,early bird,True,True
user365,True,non-veg,True,casual dating,active,muslim,early bird,False,False
user366,False,vegan,True,open relationship,sedentary,hindu,irregular,True,True
user367,False,vegetarian,True,open relationship,active,muslim,night owl,True,False
user368,False,vegetarian,False,casual dating,moderately active,atheist,early bird,True,True
user369,True,non-veg,True,friends with benefits,sedentary,christian,early bird,False,True
user370,True,vegetarian,False,casual dating,moderately active,muslim,irregular,False,True
user371,False,non-veg,False,long-term,very active,muslim,early bird,True,False
user372,False,vegetarian,True,casual dating,moderately active,hindu,early bird,False,True
user373,False,non-veg,False,friends with benefits,moderately active,jewish,early bird,False,True
user374,True,non-veg,True,casual dating,moderately active,muslim,early bird,True,False
user375,True,non-veg,False,long-term,moderately active,atheist,night owl,False,False
user376,False,non-veg,False,long-term,active,muslim,early bird,False,True
user377,False,non-veg,False,friends with benefits,very active,christian,early bird,True,False
user378,True,non-veg,True,long-term,moderately active,atheist,early bird,True,True
user379,False,vegetarian,True,open relationship,moderately active,atheist,early bird,False,True
user380,True,vegetarian,False,open relationship,moderately active,atheist,irregular,True,False
user381,True,vegan,True,casual dating,moderately active,muslim,night owl,False,True
user382,False,vegetarian,False,friends with benefits,active,muslim,night owl,False,True
user383,True,non-veg,True,casual dating,active,jewish,early bird,True,False
user384,True,non-veg,True,long-term,moderately active,christian,early bird,True,True
user385,False,vegan,True,long-term,sedentary,muslim,night owl,False,True
user386,False,non-veg,False,friends with benefits,moderately active,hindu,night owl,False,True
user387,True,non-veg,False,casual dating,sedentary,atheist,night owl,False,False
user388,False,non-veg,True,open relationship,active,christian,night owl,True,False
user389,True,non-veg,True,friends with benefits,active,buddhist,irregular,False,False
user390,False,non-veg,False,long-term,very active,muslim,night owl,False,False
user391,True,non-veg,False,casual dating,moderately active,christian,early bird,True,True
user392,True,non-veg,False,casual dating,very active,muslim,early bird,False,False
user393,False,vegetarian,False,casual dating,active,hindu,irregular,False,False
user394,True,vegan,True,long-term,moderately active,christian,night owl,True,True
user395,False,non-veg,False,open relationship,sedentary,christian,irregular,False,True
user396,True,non-veg,True,friends with benefits,active,muslim,night owl,True,True
user397,True,vegan,True,open relationship,very active,buddhist,night owl,False,True
user398,False,non-veg,True,casual dating,active,buddhist,irregular,False,False
user399,False,non-veg,True,casual dating,sedentary,muslim,irregular,False,False
user400,False,non-veg,False,friends with benefits,active,hindu,night owl,True,True
user401,True,vegan,False,long-term,moderately active,atheist,irregular,True,True
user402,True,non-veg,False,open relationship,moderately active,atheist,early bird,True,True
user403,False,non-veg,True,friends with benefits,sedentary,christian,night owl,False,True
user404,True,vegan,False,casual dating,active,christian,early bird,False,True
user405,True,vegetarian,False,casual dating,moderately active,atheist,early bird,False,False
user406,True,non-veg,False,friends with benefits,active,hindu,night owl,True,True
user407,False,non-veg,False,long-term,very active,atheist,early bird,False,True
user408,False,non-veg,False,open relationship,sedentary,hindu,early bird,True,True
user409,True,non-veg,False,casual dating,moderately active,muslim,irregular,False,False
user410,True,non-veg,True,casual dating,moderately active,hindu,night owl,False,False
user411,True,vegan,False,long-term,moderately active,muslim,irregular,False,False
user412,False,vegetarian,True,casual dating,very active,christian,night owl,False,False
user413,False,non-veg,True,casual dating,moderately active,muslim,early bird,False,False
user414,False,vegan,True,long-term,active,muslim,irregular,False,True
user415,True,vegetarian,True,long-term,moderately active,christian,night owl,True,True
user416,True,non-veg,True,casual dating,moderately active,atheist,early bird,False,True
user417,True,non-veg,False,casual dating,sedentary,hindu,night owl,True,False
user418,True,non-veg,True,open relationship,very active,buddhist,irregular,False,False
user419,True,vegetarian,False,casual dating,moderately active,hindu,night owl,False,True
user420,True,non-veg,False,casual dating,active,christian,night owl,True,False
user421,False,vegan,False,long-term,active,christian,night owl,False,True
